month;country;code;value;netto;quantity;region;district;direction_eng;measure_eng;load_date  
01/2016;US;2208301100;3033;431;110;86000;02;IM;L 100% SPIRTA;2024-01-01T00:00:00.000+03:00   
01/2016;EC;0603150000;197;32;230;27000;02;IM;ShT;2024-03-01T00:00:00.000+03:00               
01/2016;CH;8466103800;10327;89;0;45000;01;IM;1;2024-01-01T00:00:00.000+03:00                 
01/2016;ES;2509000000;66094;160000;0;46000;01;IM;1;2024-06-01T00:00:00.000+03:00             
01/2016;SI;3214101009;15852;7720;0;27000;02;IM;1;2024-05-01T00:00:00.000+03:00               
01/2016;US;2924190000;3232;18;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00                  
01/2016;TW;4009120009;236;40;0;05000;07;IM;1;2024-04-01T00:00:00.000+03:00                   
01/2016;DK;8421290009;1709;33;10;45000;01;IM;ShT;2024-02-01T00:00:00.000+03:00               
01/2016;MY;8544429009;2;0;0;46000;01;IM;1;2024-04-01T00:00:00.000+03:00                      
01/2016;GB;7216401000;2602;343;0;64000;07;IM;1;2024-04-01T00:00:00.000+03:00                 
01/2016;KR;8467219900;835;1;1;49000;02;IM;ShT;2024-04-01T00:00:00.000+03:00                  
01/2016;MX;8533210000;22;0;0;46000;01;IM;1;2024-04-01T00:00:00.000+03:00                     
01/2016;NL;8708109009;1178;171;0;29000;01;IM;1;2024-01-01T00:00:00.000+03:00                 
01/2016;PH;8536501109;31;0;0;29000;01;IM;1;2024-04-01T00:00:00.000+03:00                     
01/2016;FR;7318163001;1336;1;0;45000;01;IM;1;2024-03-01T00:00:00.000+03:00                   
01/2016;CN;9403890000;31181;14779;0;05000;07;IM;1;2024-02-01T00:00:00.000+03:00              
01/2016;PT;6204391900;25340;221;387;45000;01;IM;ShT;2024-04-01T00:00:00.000+03:00            
01/2016;DE;9032200000;369;0;3;57000;04;IM;ShT;2024-05-01T00:00:00.000+03:00                  
01/2016;FI;4009310000;17011;198;0;45000;01;IM;1;2024-01-01T00:00:00.000+03:00                
01/2016;TW;8542330000;1636;3;24000;29000;01;IM;ShT;2024-01-01T00:00:00.000+03:00             
01/2016;TR;0302859000;5941;583;0;45000;01;IM;1;2024-05-01T00:00:00.000+03:00                 
01/2016;MY;5911901000;1013;2;0;63000;04;IM;1;2024-04-01T00:00:00.000+03:00                   
01/2016;PH;8507208008;221504;26511;443;45000;01;IM;ShT;2024-01-01T00:00:00.000+03:00         
01/2016;US;8473308000;530647;15513;0;40000;02;IM;1;2024-03-01T00:00:00.000+03:00             
01/2016;CN;8456100010;37262;5152;25;40000;02;IM;ShT;2024-02-01T00:00:00.000+03:00            
01/2016;FR;6203339000;3445;4;4;45000;01;IM;ShT;2024-04-01T00:00:00.000+03:00                 
01/2016;MX;8544429007;24825;124;0;46000;01;IM;1;2024-01-01T00:00:00.000+03:00                
01/2016;DE;8507500000;1706;7;10;27000;02;IM;ShT;2024-01-01T00:00:00.000+03:00                
01/2016;JP;8413302008;28017;149;0;40000;02;IM;1;2024-06-01T00:00:00.000+03:00                
01/2016;DE;9032200000;28707;248;929;45000;01;IM;ShT;2024-01-01T00:00:00.000+03:00            
01/2016;EE;4009220009;2;1;0;45000;01;IM;1;2024-06-01T00:00:00.000+03:00                      
01/2016;KR;8507102009;68899;13723;5040;05000;07;IM;ShT;2024-03-01T00:00:00.000+03:00         
01/2016;JP;8708949909;1860;1756;0;32000;06;IM;1;2024-04-01T00:00:00.000+03:00                
01/2016;CN;8418219100;30277;8665;472;45000;01;IM;ShT;2024-04-01T00:00:00.000+03:00           
01/2016;CZ;3304990000;12;0;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00                     
01/2016;DE;1905319100;493;159;0;40000;02;IM;1;2024-05-01T00:00:00.000+03:00                  
01/2016;CN;7323931000;97;26;0;41000;02;IM;1;2024-02-01T00:00:00.000+03:00                    
01/2016;CZ;8414308107;1163;44;2;40000;02;IM;ShT;2024-03-01T00:00:00.000+03:00                
01/2016;JP;4202929800;48;1;3;46000;01;IM;ShT;2024-03-01T00:00:00.000+03:00                   
01/2016;CN;8409910009;12162;9100;0;38000;01;IM;1;2024-02-01T00:00:00.000+03:00               
01/2016;DE;8483308007;769;10;2;32000;06;IM;ShT;2024-06-01T00:00:00.000+03:00                 
01/2016;PL;3919108000;3083;221;0;36000;04;IM;1;2024-01-01T00:00:00.000+03:00                 
01/2016;FR;3909400000;33535;8000;0;41000;02;IM;1;2024-04-01T00:00:00.000+03:00               
01/2016;IN;7318158100;3;0;0;46000;01;IM;1;2024-01-01T00:00:00.000+03:00                      
01/2016;CN;6402999600;339203;54133;66377;50000;06;IM;PAR;2024-01-01T00:00:00.000+03:00       
01/2016;MD;8501529009;1595;460;1;66000;01;IM;ShT;2024-03-01T00:00:00.000+03:00               
01/2016;DK;8481809908;1220;4;0;46000;01;IM;1;2024-04-01T00:00:00.000+03:00                   
01/2016;DE;8537109900;18351;147;0;64000;07;IM;1;2024-02-01T00:00:00.000+03:00                
01/2016;US;9603401000;3061;218;60000;45000;01;IM;ShT;2024-03-01T00:00:00.000+03:00           
01/2016;CN;8301100000;52;6;0;27000;02;IM;1;2024-03-01T00:00:00.000+03:00                     
01/2016;DE;8302500000;2178;141;0;46000;01;IM;1;2024-01-01T00:00:00.000+03:00                 
01/2016;CN;3904220000;60440;36000;0;40000;02;IM;1;2024-04-01T00:00:00.000+03:00              
01/2016;FI;7608100009;669;1;0;03000;03;IM;1;2024-01-01T00:00:00.000+03:00                    
01/2016;ES;8484900000;878;12;0;40000;02;IM;1;2024-02-01T00:00:00.000+03:00                   
01/2016;CN;6117808009;29;0;0;60000;03;IM;1;2024-02-01T00:00:00.000+03:00                     
01/2016;CH;1806329000;487;47;0;27000;02;IM;1;2024-02-01T00:00:00.000+03:00                   
01/2016;MX;4016930005;1250;2;0;64000;07;IM;1;2024-03-01T00:00:00.000+03:00                   
01/2016;HU;7326909801;326;8;0;92000;04;IM;1;2024-04-01T00:00:00.000+03:00                    
01/2016;PT;4016930001;1609;111;0;22000;04;IM;1;2024-03-01T00:00:00.000+03:00                 
01/2016;CN;2809200000;22744;25900;25900;46000;01;IM;KG P2O5;2024-02-01T00:00:00.000+03:00    
01/2016;CA;7318158100;0;0;0;75000;05;IM;1;2024-02-01T00:00:00.000+03:00                      
01/2016;GB;2208906909;335;109;29;27000;02;IM;L 100% SPIRTA;2024-03-01T00:00:00.000+03:00     
01/2016;TH;2941900009;493;0;0;45000;01;IM;1;2024-04-01T00:00:00.000+03:00                    
01/2016;AT;2501009900;9607;12700;0;45000;01;IM;1;2024-06-01T00:00:00.000+03:00               
01/2016;CH;8538909100;1533;1;0;40000;02;IM;1;2024-03-01T00:00:00.000+03:00                   
01/2016;CN;4820101000;210;108;0;05000;07;IM;1;2024-03-01T00:00:00.000+03:00                  
01/2016;KR;8204110000;345;20;0;40000;02;IM;1;2024-03-01T00:00:00.000+03:00                   
01/2016;JP;3209900000;17801;3525;0;40000;02;IM;1;2024-03-01T00:00:00.000+03:00               
01/2016;IT;6109909000;89960;135;509;46000;01;IM;ShT;2024-02-01T00:00:00.000+03:00            
01/2016;NL;7318169109;1455;127;0;45000;01;IM;1;2024-01-01T00:00:00.000+03:00                 
01/2016;CN;2008507900;50621;70055;0;05000;07;IM;1;2024-01-01T00:00:00.000+03:00              
01/2016;HK;7310291000;86713;8374;0;03000;03;IM;1;2024-04-01T00:00:00.000+03:00               
01/2016;PL;8544429009;20855;2469;0;27000;02;IM;1;2024-02-01T00:00:00.000+03:00               
01/2016;CN;6304920000;1779;622;0;27000;02;IM;1;2024-05-01T00:00:00.000+03:00                 
01/2016;UA;3004900002;29374;6089;0;22000;04;IM;1;2024-02-01T00:00:00.000+03:00               
01/2016;MA;4202210000;193;1;1;40000;02;IM;ShT;2024-03-01T00:00:00.000+03:00                  
01/2016;LK;6105100000;277069;6385;27376;45000;01;IM;ShT;2024-03-01T00:00:00.000+03:00        
01/2016;CZ;7020008000;156;26;0;46000;01;IM;1;2024-05-01T00:00:00.000+03:00                   
01/2016;RO;8708991000;21266;2514;0;92000;04;IM;1;2024-01-01T00:00:00.000+03:00               
01/2016;HU;9027905000;745;1;0;57000;04;IM;1;2024-01-01T00:00:00.000+03:00                    
01/2016;NL;8421392009;2915;22;20;41000;02;IM;ShT;2024-04-01T00:00:00.000+03:00               
01/2016;FR;2101309100;44618;15400;0;45000;01;IM;1;2024-05-01T00:00:00.000+03:00              
01/2016;CN;9401200009;29641;4647;284;46000;01;IM;ShT;2024-03-01T00:00:00.000+03:00           
01/2016;CN;8504901100;183;6;0;58000;02;IM;1;2024-04-01T00:00:00.000+03:00                    
01/2016;IR;3926100000;59;3;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00                     
01/2016;DE;4009410000;7408;272;0;29000;01;IM;1;2024-01-01T00:00:00.000+03:00                 
01/2016;GR;2008979800;149;55;0;40000;02;IM;1;2024-02-01T00:00:00.000+03:00                   
01/2016;US;3923509000;13554;750;0;36000;04;IM;1;2024-06-01T00:00:00.000+03:00                
01/2016;IT;8481805990;33933;746;0;29000;01;IM;1;2024-05-01T00:00:00.000+03:00                
01/2016;CN;9603500009;15536;5822;22280;41000;02;IM;ShT;2024-04-01T00:00:00.000+03:00         
01/2016;DE;8543703001;7530;57;375;29000;01;IM;ShT;2024-04-01T00:00:00.000+03:00              
01/2016;IN;8483102909;3819;80;1;46000;01;IM;ShT;2024-03-01T00:00:00.000+03:00                
01/2016;CN;6204520000;727180;23045;111273;45000;01;IM;ShT;2024-02-01T00:00:00.000+03:00      
01/2016;TW;7219221009;380268;213050;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00            
01/2016;DE;8544200000;25;1;0;29000;01;IM;1;2024-04-01T00:00:00.000+03:00                     
01/2016;CN;9021400000;289625;550;4166;46000;01;IM;ShT;2024-02-01T00:00:00.000+03:00          
01/2016;SG;8482200009;36;1;2;45000;01;IM;ShT;2024-04-01T00:00:00.000+03:00                   
01/2016;FI;8483508000;1927;34;34;45000;01;IM;ShT;2024-04-01T00:00:00.000+03:00               
01/2016;IN;8708109009;16;1;0;46000;01;IM;1;2024-02-01T00:00:00.000+03:00                     
01/2016;AT;2007993300;1691;987;0;45000;01;IM;1;2024-05-01T00:00:00.000+03:00                 
01/2016;MY;9021109000;6800;63;0;45000;01;IM;1;2024-03-01T00:00:00.000+03:00                  
01/2016;CH;7309005900;1086;252;0;45000;01;IM;1;2024-01-01T00:00:00.000+03:00                 
01/2016;IN;8708309109;813;118;0;22000;04;IM;1;2024-02-01T00:00:00.000+03:00                  
01/2016;CN;6115301100;62767;8003;384680;45000;01;IM;PAR;2024-04-01T00:00:00.000+03:00        
01/2016;UA;3925908000;11744;3329;0;40000;02;IM;1;2024-03-01T00:00:00.000+03:00               
01/2016;EE;8536309000;11831;689;0;45000;01;IM;1;2024-01-01T00:00:00.000+03:00                
01/2016;IN;9401790009;422;55;5;45000;01;IM;ShT;2024-03-01T00:00:00.000+03:00                 
01/2016;CN;8201100000;4547;2240;0;40000;02;IM;1;2024-03-01T00:00:00.000+03:00                
01/2016;CN;8534001100;2472;0;0;19000;02;IM;1;2024-04-01T00:00:00.000+03:00                   
01/2016;ES;2905170000;66;1;0;46000;01;IM;1;2024-01-01T00:00:00.000+03:00                     
01/2016;KZ;6307901000;46;1;0;45000;01;IM;1;2024-04-01T00:00:00.000+03:00                     
01/2016;ES;8302419000;14586;2495;0;46000;01;IM;1;2024-04-01T00:00:00.000+03:00               
01/2016;US;8507102003;1041;380;20;92000;04;IM;ShT;2024-02-01T00:00:00.000+03:00              
01/2016;BY;4820300000;1595;1420;0;66000;01;IM;1;2024-03-01T00:00:00.000+03:00                
01/2016;BY;8536611000;0;0;0;75000;05;IM;1;2024-06-01T00:00:00.000+03:00                      
01/2016;KH;6203423500;653;16;54;27000;02;IM;ShT;2024-01-01T00:00:00.000+03:00                
01/2016;CN;9505109000;1268;141;0;45000;01;IM;1;2024-01-01T00:00:00.000+03:00                 
01/2016;DE;3504009000;34651;4875;0;45000;01;IM;1;2024-01-01T00:00:00.000+03:00               
01/2016;CN;4203300000;198;16;0;28000;01;IM;1;2024-03-01T00:00:00.000+03:00                   
01/2016;SI;7325999009;3805;108;0;46000;01;IM;1;2024-05-01T00:00:00.000+03:00                 
01/2016;NL;2103909009;17733;9173;0;46000;01;IM;1;2024-02-01T00:00:00.000+03:00               
01/2016;FR;7326909803;24929;29;0;78000;01;IM;1;2024-03-01T00:00:00.000+03:00                 
01/2016;TH;8708943509;24;24;0;05000;07;IM;1;2024-02-01T00:00:00.000+03:00                    
01/2016;AL;6104690001;93;1;5;45000;01;IM;ShT;2024-02-01T00:00:00.000+03:00                   
01/2016;BY;4418205000;38021;17047;0;14000;01;IM;1;2024-02-01T00:00:00.000+03:00              
01/2016;CN;3916200000;9208;4665;0;40000;02;IM;1;2024-05-01T00:00:00.000+03:00                
01/2016;IT;6116910000;1853;10;60;45000;01;IM;PAR;2024-01-01T00:00:00.000+03:00               
01/2016;BY;6403511500;1373;9;8;45000;01;IM;PAR;2024-03-01T00:00:00.000+03:00                 
01/2016;IT;2205101000;4643;1227;785;41000;02;IM;L;2024-01-01T00:00:00.000+03:00              
01/2016;TH;4016930001;851;117;0;94000;04;IM;1;2024-03-01T00:00:00.000+03:00                  
01/2016;AT;3925901000;26577;2272;0;45000;01;IM;1;2024-03-01T00:00:00.000+03:00               
01/2016;VN;2101110011;356;75;0;05000;07;IM;1;2024-02-01T00:00:00.000+03:00                   
01/2016;RO;2402209000;4100;73;80;46000;01;IM;1000 ShT;2024-05-01T00:00:00.000+03:00          
01/2016;EE;8535301000;5418;230;0;45000;01;IM;1;2024-05-01T00:00:00.000+03:00                 
01/2016;UA;4810929001;25097;57109;0;36000;04;IM;1;2024-01-01T00:00:00.000+03:00              
01/2016;BY;3920621909;1386;883;0;40000;02;IM;1;2024-03-01T00:00:00.000+03:00                 
01/2016;HU;8539293009;1417;18;2470;92000;04;IM;ShT;2024-01-01T00:00:00.000+03:00             
01/2016;IL;6109902000;12720;176;978;45000;01;IM;ShT;2024-06-01T00:00:00.000+03:00            
01/2016;NO;3909300009;426;230;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00                  
01/2016;CN;8505199000;57864;34288;0;36000;04;IM;1;2024-03-01T00:00:00.000+03:00              
01/2016;HU;4009420000;1585;41;0;45000;01;IM;1;2024-03-01T00:00:00.000+03:00                  
01/2016;CN;3307490000;4428;3043;0;65000;05;IM;1;2024-05-01T00:00:00.000+03:00                
01/2016;BY;8708923509;427;306;0;63000;04;IM;1;2024-01-01T00:00:00.000+03:00                  
01/2016;IT;7318154900;30;5;0;17000;01;IM;1;2024-04-01T00:00:00.000+03:00                     
01/2016;TR;8483608000;496;23;30;36000;04;IM;ShT;2024-02-01T00:00:00.000+03:00                
01/2016;CN;8522904900;587;18;0;40000;02;IM;1;2024-04-01T00:00:00.000+03:00                   
01/2016;CH;2930200000;88;0;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00                     
01/2016;CZ;4009320000;3556;306;0;29000;01;IM;1;2024-01-01T00:00:00.000+03:00                 
01/2016;BD;6108320000;3162;124;683;45000;01;IM;ShT;2024-01-01T00:00:00.000+03:00             
01/2016;BY;2710122509;25486;52452;0;80000;04;IM;1;2024-02-01T00:00:00.000+03:00              
01/2016;BY;7315890000;13;0;0;27000;02;IM;1;2024-03-01T00:00:00.000+03:00                     
01/2016;JP;7415210000;379;1;0;05000;07;IM;1;2024-03-01T00:00:00.000+03:00                    
01/2016;KR;8708999709;536;14;0;46000;01;IM;1;2024-01-01T00:00:00.000+03:00                   
01/2016;BY;7013221000;90612;8884;9935;29000;01;IM;ShT;2024-02-01T00:00:00.000+03:00          
01/2016;KR;8415900009;214;8;0;40000;02;IM;1;2024-02-01T00:00:00.000+03:00                    
01/2016;CN;8308900000;548;154;0;08000;07;IM;1;2024-03-01T00:00:00.000+03:00                  
01/2016;CN;6804300000;294;247;0;91000;08;IM;1;2024-01-01T00:00:00.000+03:00                  
01/2016;CH;3401300000;11734;1010;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00               
01/2016;SA;5407201900;32864;6390;106500;27000;02;IM;M2;2024-03-01T00:00:00.000+03:00         
01/2016;BY;0403901300;33;56;0;90000;08;IM;1;2024-04-01T00:00:00.000+03:00                    
01/2016;BY;8539213009;633;136;326;45000;01;IM;ShT;2024-04-01T00:00:00.000+03:00              
01/2016;CN;7318149900;24105;16308;0;50000;06;IM;1;2024-03-01T00:00:00.000+03:00              
01/2016;CZ;8415900001;70308;4984;0;45000;01;IM;1;2024-01-01T00:00:00.000+03:00               
01/2016;CN;4202121100;24971;1886;5347;45000;01;IM;ShT;2024-02-01T00:00:00.000+03:00          
01/2016;UA;4819300001;29872;19500;0;36000;04;IM;1;2024-04-01T00:00:00.000+03:00              
01/2016;FR;9001504900;4616;6;234;46000;01;IM;ShT;2024-03-01T00:00:00.000+03:00               
01/2016;PL;3810909000;198;8;0;27000;02;IM;1;2024-02-01T00:00:00.000+03:00                    
01/2016;TW;8532250000;2425;381;0;45000;01;IM;1;2024-03-01T00:00:00.000+03:00                 
01/2016;IE;8207703100;607;2;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00                    
01/2016;CN;7318290009;5139;29;0;30000;07;IM;1;2024-01-01T00:00:00.000+03:00                  
01/2016;CN;8419390009;254735;4050;8;65000;05;IM;ShT;2024-07-01T00:00:00.000+03:00            
01/2016;GB;2827320001;96;4;0;45000;01;IM;1;2024-04-01T00:00:00.000+03:00                     
01/2016;RO;3004200002;6861;80;0;46000;01;IM;1;2024-03-01T00:00:00.000+03:00                  
01/2016;MX;7326909808;113120;5778;0;45000;01;IM;1;2024-07-01T00:00:00.000+03:00              
01/2016;LT;6309000000;148981;37009;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00             
01/2016;ES;2922120000;672;43;0;40000;02;IM;1;2024-01-01T00:00:00.000+03:00                   
01/2016;ID;9401510000;21854;5101;741;46000;01;IM;ShT;2024-03-01T00:00:00.000+03:00           
01/2016;US;8542324500;2;0;1;45000;01;IM;ShT;2024-02-01T00:00:00.000+03:00                    
01/2016;DE;8301600001;40383;191;0;22000;04;IM;1;2024-01-01T00:00:00.000+03:00                
01/2016;PL;8450111900;242395;124606;2139;45000;01;IM;ShT;2024-02-01T00:00:00.000+03:00       
01/2016;KR;8539293009;5706;141;21339;45000;01;IM;ShT;2024-02-01T00:00:00.000+03:00           
01/2016;FR;8301100000;169;1;0;46000;01;IM;1;2024-02-01T00:00:00.000+03:00                    
01/2016;MX;8536501907;129;0;0;40000;02;IM;1;2024-02-01T00:00:00.000+03:00                    
01/2016;JP;8544429007;188;0;0;18000;03;IM;1;2024-01-01T00:00:00.000+03:00                    
01/2016;GB;8481900000;65;0;0;32000;06;IM;1;2024-04-01T00:00:00.000+03:00                     
01/2016;KR;3926400000;1138;242;0;05000;07;IM;1;2024-07-01T00:00:00.000+03:00                 
01/2016;JP;8412908009;20867;5634;0;46000;01;IM;1;2024-03-01T00:00:00.000+03:00               
01/2016;CN;6802999000;9279;38387;0;65000;05;IM;1;2024-03-01T00:00:00.000+03:00               
01/2016;LK;1209300000;4462;0;0;78000;01;IM;1;2024-01-01T00:00:00.000+03:00                   
01/2016;US;5404110000;11400;1429;0;70000;01;IM;1;2024-02-01T00:00:00.000+03:00               
01/2016;DE;7318130000;5363;147;0;40000;02;IM;1;2024-02-01T00:00:00.000+03:00                 
01/2016;KR;7306900009;2005;39;0;40000;02;IM;1;2024-03-01T00:00:00.000+03:00                  
01/2016;BG;6204623900;2171;11;25;65000;05;IM;ShT;2024-02-01T00:00:00.000+03:00               
01/2016;AT;8708299009;1382;72;0;27000;02;IM;1;2024-02-01T00:00:00.000+03:00                  
01/2016;KH;6209200000;412;15;0;46000;01;IM;1;2024-01-01T00:00:00.000+03:00                   
01/2016;TW;9405403909;77;17;0;05000;07;IM;1;2024-02-01T00:00:00.000+03:00                    
01/2016;ES;6302910000;8170;297;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00                 
01/2016;CN;8528594009;60262;4388;3197;05000;07;IM;ShT;2024-05-01T00:00:00.000+03:00          
01/2016;IN;7222111109;37392;16693;0;22000;04;IM;1;2024-01-01T00:00:00.000+03:00              
01/2016;DE;3926909709;42148;275;0;19000;02;IM;1;2024-02-01T00:00:00.000+03:00                
01/2016;NL;0602909100;3094;774;1074;53000;04;IM;ShT;2024-01-01T00:00:00.000+03:00            
01/2016;IT;4009320000;172;3;0;54000;01;IM;1;2024-04-01T00:00:00.000+03:00                    
01/2016;CN;9032108900;466;42;393;08000;07;IM;ShT;2024-03-01T00:00:00.000+03:00               
01/2016;CN;9029100009;12491;141;0;45000;01;IM;1;2024-01-01T00:00:00.000+03:00                
01/2016;IL;9018199000;76695;228;24;45000;01;IM;ShT;2024-04-01T00:00:00.000+03:00             
01/2016;PL;2834298000;32180;63000;0;45000;01;IM;1;2024-04-01T00:00:00.000+03:00              
01/2016;AE;8523529009;1083;27;4500;45000;01;IM;ShT;2024-07-01T00:00:00.000+03:00             
01/2016;CN;9025808000;928;28;27;50000;06;IM;ShT;2024-02-01T00:00:00.000+03:00                
01/2016;CN;0703200000;124798;80000;0;46000;01;IM;1;2024-03-01T00:00:00.000+03:00             
01/2016;PL;1905321900;13799;4087;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00               
01/2016;CN;0808108001;1914935;3175794;0;76000;06;IM;1;2024-02-01T00:00:00.000+03:00          
01/2016;PL;8302419000;898;216;0;40000;02;IM;1;2024-04-01T00:00:00.000+03:00                  
01/2016;US;2935009000;22;0;0;45000;01;IM;1;2024-03-01T00:00:00.000+03:00                     
01/2016;SE;7326909801;6548;888;0;29000;01;IM;1;2024-03-01T00:00:00.000+03:00                 
01/2016;FR;8544429007;117;0;0;40000;02;IM;1;2024-01-01T00:00:00.000+03:00                    
01/2016;CZ;8708991000;3182;136;0;22000;04;IM;1;2024-02-01T00:00:00.000+03:00                 
01/2016;GB;3906909001;322;25;0;45000;01;IM;1;2024-03-01T00:00:00.000+03:00                   
01/2016;US;9015900000;59810;406;0;53000;04;IM;1;2024-06-01T00:00:00.000+03:00                
01/2016;ID;8470500009;5998;347;12;46000;01;IM;ShT;2024-02-01T00:00:00.000+03:00              
01/2016;CN;8517701900;2920;3;1923;28000;01;IM;ShT;2024-02-01T00:00:00.000+03:00              
01/2016;TH;8542319010;243;1;2500;27000;02;IM;ShT;2024-02-01T00:00:00.000+03:00               
01/2016;DE;8483508000;1795;8;3;57000;04;IM;ShT;2024-03-01T00:00:00.000+03:00                 
01/2016;UA;8454900000;131115;94476;0;14000;01;IM;1;2024-04-01T00:00:00.000+03:00             
01/2016;CN;9503001009;7310;2611;0;08000;07;IM;1;2024-03-01T00:00:00.000+03:00                
01/2016;ES;8708505509;1164;137;0;46000;01;IM;1;2024-06-01T00:00:00.000+03:00                 
01/2016;CN;0709931000;344;486;0;04000;06;IM;1;2024-05-01T00:00:00.000+03:00                  
01/2016;DE;9010100000;10131;230;3;45000;01;IM;ShT;2024-01-01T00:00:00.000+03:00              
01/2016;GB;8109900000;111;0;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00                    
01/2016;IT;5407920000;545;31;64;40000;02;IM;M2;2024-03-01T00:00:00.000+03:00                 
01/2016;KR;8541401000;814;1;150;07000;08;IM;ShT;2024-02-01T00:00:00.000+03:00                
01/2016;GB;8413606900;356;6;1;45000;01;IM;ShT;2024-01-01T00:00:00.000+03:00                  
01/2016;BE;8413603100;7208;87;5;40000;02;IM;ShT;2024-04-01T00:00:00.000+03:00                
01/2016;IT;8413200000;48;3;3;46000;01;IM;ShT;2024-07-01T00:00:00.000+03:00                   
01/2016;LV;7019390008;1163;620;0;46000;01;IM;1;2024-02-01T00:00:00.000+03:00                 
01/2016;CN;6402993900;185102;9798;29379;46000;01;IM;PAR;2024-01-01T00:00:00.000+03:00        
01/2016;UA;7228306100;10707;16586;0;14000;01;IM;1;2024-04-01T00:00:00.000+03:00              
01/2016;PT;6401929000;2409;318;419;46000;01;IM;PAR;2024-03-01T00:00:00.000+03:00             
01/2016;KR;8543709000;39767;982;14644;40000;02;IM;ShT;2024-01-01T00:00:00.000+03:00          
01/2016;ZA;1211908509;4375;1162;0;45000;01;IM;1;2024-04-01T00:00:00.000+03:00                
01/2016;TW;8302300009;1935;169;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00                 
01/2016;MX;8512909001;7807;519;0;29000;01;IM;1;2024-03-01T00:00:00.000+03:00                 
01/2016;MX;7616999008;678;2;0;46000;01;IM;1;2024-04-01T00:00:00.000+03:00                    
01/2016;PL;7016100000;1605;1881;0;29000;01;IM;1;2024-01-01T00:00:00.000+03:00                
01/2016;ES;8536419000;126;1;0;29000;01;IM;1;2024-01-01T00:00:00.000+03:00                    
01/2016;US;8479908000;5651;53;0;53000;04;IM;1;2024-04-01T00:00:00.000+03:00                  
01/2016;CZ;8481409009;68;0;0;28000;01;IM;1;2024-01-01T00:00:00.000+03:00                     
01/2016;JP;7326909309;26434;2355;0;64000;07;IM;1;2024-03-01T00:00:00.000+03:00               
01/2016;KR;8708939009;1209;58;0;46000;01;IM;1;2024-02-01T00:00:00.000+03:00                  
01/2016;GB;3302909000;12280;1490;0;36000;04;IM;1;2024-01-01T00:00:00.000+03:00               
01/2016;CN;9405104003;79889;34282;0;05000;07;IM;1;2024-01-01T00:00:00.000+03:00              
01/2016;KR;2917140000;54905;60000;0;33000;04;IM;1;2024-04-01T00:00:00.000+03:00              
01/2016;IT;8536101000;206;2;0;29000;01;IM;1;2024-01-01T00:00:00.000+03:00                    
01/2016;AU;8413603100;1721;17;1;32000;06;IM;ShT;2024-03-01T00:00:00.000+03:00                
01/2016;TW;9506919000;46483;15886;0;40000;02;IM;1;2024-04-01T00:00:00.000+03:00              
01/2016;CN;4009120009;4073;1118;0;46000;01;IM;1;2024-03-01T00:00:00.000+03:00                
01/2016;SE;8534001100;73;0;0;46000;01;IM;1;2024-03-01T00:00:00.000+03:00                     
01/2016;VN;8203200009;446;7;0;45000;01;IM;1;2024-03-01T00:00:00.000+03:00                    
01/2016;NL;8529909209;92;4;0;40000;02;IM;1;2024-03-01T00:00:00.000+03:00                     
01/2016;ES;0603198000;8000;1123;0;46000;01;IM;1;2024-01-01T00:00:00.000+03:00                
01/2016;IT;7318156900;369;121;0;60000;03;IM;1;2024-01-01T00:00:00.000+03:00                  
01/2016;BR;7318158900;2035;352;0;92000;04;IM;1;2024-03-01T00:00:00.000+03:00                 
01/2016;FR;4009320000;425;1;0;18000;03;IM;1;2024-02-01T00:00:00.000+03:00                    
01/2016;CZ;3923501000;13403;5097;0;45000;01;IM;1;2024-04-01T00:00:00.000+03:00               
01/2016;US;8708959909;123059;7396;0;27000;02;IM;1;2024-02-01T00:00:00.000+03:00              
01/2016;JP;9603210000;1441;240;16068;05000;07;IM;ShT;2024-02-01T00:00:00.000+03:00           
01/2016;KR;8418102001;493862;161795;1446;45000;01;IM;ShT;2024-05-01T00:00:00.000+03:00       
01/2016;PL;6202110000;9677;129;128;45000;01;IM;ShT;2024-03-01T00:00:00.000+03:00             
01/2016;SE;8544200000;16;2;0;40000;02;IM;1;2024-01-01T00:00:00.000+03:00                     
01/2016;KR;7326909309;2825;50;0;40000;02;IM;1;2024-05-01T00:00:00.000+03:00                  
01/2016;IL;0805400000;56447;67214;0;03000;03;IM;1;2024-01-01T00:00:00.000+03:00              
01/2016;FR;7318156100;1839;130;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00                 
01/2016;IT;4410119000;1243;794;1;46000;01;IM;M3;2024-03-01T00:00:00.000+03:00                
